,ReviewID,SKU,CustomerName,Star,Keyword,Reviews,ReviewDate
174,175,6454287,stoptheclocks,3,Well Rounded Printer for Home/Office,"The HP Envy Pro 6455 Wireless All In One (AIO) Inkjet Printer is great for home office productivity. You can even get Ink sent to your house automatically if you wish. Here are the features:

• Setup/App
Unfortunately this was the hard part for me. I downloaded the HP app and tried to setup the printer from HP easy setup. I couldn’t get the HP printer to setup wirelessly. I tried the networks and passwords and never came up with a match. I made sure that the HP printer was matched with the Smart phone HP app on the same network. I kept getting a message that I needed to update firmware and a missing driver. It was no small task to get these 2 things working with the HP printer. After a lot of trial and error, I was finally to setup the HP Envy Pro 6455 with a USB Type B to USB Type A cable (not included). I was happy just to be connected now. The other ways you can connect are through Dual Band WiFi, Bluetooth and USB (that is what I did). 
• Printing
Printing was easy and less time consuming than the setup. The printed paper came out beautiful and sharp. The inkjet printers are known for their speed and clarity in printing. The HP Envy Pro 6455 was no different. I copied and pasted different bits of notes to a Word document. I had no issues or troubles at all. The HP printer even has an auto two sided printing feature to save on paper.
• Ink Cartridges 
HP ink No. 67 black and No. 67 color are the ink cartridges that were supplied. I had to lift up the flatbed scanner and underneath for the ink to be installed. This was a very simple task of peeling off of tape and inserting the ink cartridge longer end first. There is a black top for black ink and purple top for color ink. Make sure your printer in on! ISO (International Standards Organization) rates the color per minute at 7 pages and in black at 10 pages. These speeds help you stay on task with your printing projects.
• Copy/Scan
After printing a test page, the HP printer told me to scan it. So I placed the print page (Printside down) on the scanner. It worked quickly and printed out the test page for aligning and ink saturation. Copying pages was a breeze as from printing several pages to scanning to copy a page. No problem or issues there. The flatbed scanner resolution is up to 1200 x 1200 dpi while the color resolution is up to 4800 x 4800 dpi. I scanned in a color picture and printed it off on glossy paper. It turned out really well. I have included the pics in my photos. Another feauture which is very helpful is borderless printing. There is no need to cut off the edges if there is not any!
• Auto Document Paper Feeder
At the bottom of the HP printer is located a paper tray. Slide out the tray to add 100 pages of paper to the printer. You can also add paper to the top of the HP printer. Place the paper in the upper tray and it will go through the paper feeder to be printed on.
• Control Panel
There are several ways to run the HP printer from the control panel. There are 7 icons that guide you to do what you want with the printer. The symbols are: Information, Cancel, Resume, Copy, Power, Wireless Setup and ADF Error. There are instructions on how to use the control panel in the manual on the HP website. 

Overall this is a great HP printer for copying, scanning, printing, the HP app and high capacity paper tray. The pages print fast in color or B&W. I am overall happy with the HP ENVY Pro 6455 AIO printer, but disappointed I couldn’t get the app to run.",1 year ago
175,176,6454287,bzma2,4,Nice looking printer!,"Pros: 
- Sleek clean design. I love how it matches our furniture.
- ADF for scanner
- Instant Ink program
- HP Smart app is easy to use and monitor

Cons:
- No screen but you can do everything else on the app
- initial set up required app download

This printer is replacing my aging HP PhotoSmart 7520. It was hands down the best printer ever made. HP Envy Pro 6455 is a good solid printer for everyday printing and a piece of technology that doesn't have to look like a sore thumb in the study room.",1 year ago
176,177,6454287,BenisJ,3,A minimalist approach to robust features,"You'd be hard pressed to buy a brand new home inkjet printer in this day and age that does not produce the quality output. The HP Envy 6455e is no exception: It produces high, inkjet quality prints. Consequently, your decision should probably be driven by *features* and *price*.

When selecting this printer, I was looking outside of my normal ""home office"" criteria as this printer ultimately is not for me. It will be handed down to my college student this fall as a basic, fallback printing/scanning option should he need it in his apartment. Thus, my criteria was ""inexpensive, entry-level printer with decent ink prices with a very low (anticipated) duty cycle."" 

***Features: ""Minimally robust.""

If I am being 100% honest, HP's approach is not for me. I have worked in IT for over 25 years and have literally serviced, purchased and installed hundreds of printers. I have seen installation processes change, quality improve, features enhanced...but I feel like HP took a step backwards with their ""minimalist"" approach to printer interaction.

I do not like the lack of an LED display screen on this printer. Nor do I like that I cannot see what the 6 icons (oh wait, there is a 7th icon if you count the digital number display) are at all times. Nor can you touch them unless they want to be touched (i.e. if you put an object on the glass, the copy icon will light up). Call me old-fashioned, but I don't want to be forced to use my phone or laptop to configure my printer/scanner/copier actions when I am standing at the device. For example: If I want to scan a document to Google Drive from the printer, I want a touchscreen ON THE PRINTER that gives me that option--I don't want to have to pull out my phone and ""beam"" the instructions to the printer.

That being said, there are a LOT of features available through the app--an app can be installed on Windows, iOS and Android devices with relative ease via the 123.hp.com website or your app store. One potentially useful feature...that I have not yet mastered...is the ""hold your print job"" service (Private Pickup). I can see value in a feature where you can send a job to the printer but not have it print until you are standing at the device. At the same time, I question if you really need that functionality on a ""home"" printer. Private printing is more of a business service. [Full disclosure: I tried Private Printing a Google Photos image from my phone multiple times and failed each time. Probably my fault, but maybe not. I quit exploring the feature after 4 fails.]

***Price: ""Average price for an entry-level printer.""

The price of this AIO is reasonable. 

Price per print is average if you are buying OEM ink at retail prices. At $30 for the black+color package with estimated 120pg yield black and 100pg yield color you should spend around 25¢/pg ($30/120pages) mixed content. To be fair, though, assessing a ""per page"" price to home printing is a crap shoot.

With the HP+ Instant Ink service, the price per page game changes and gets confusing. The HP+ Instant Ink service is NOT something I plan on keeping after the trial period because I just don't think the printer will get that much use in our household. Nonetheless, I signed up for the service without much of an idea of what I was doing. 

I picked the 99¢ plan based on how little we print. I guess that means that if I print ~12 pages per month I will run out of ink in ~10 months. I will have spent $10 on my ink subscription. They will ship the ink to me and I saved essentially $20 over the $30 black+color bundle ""off the shelf"" price? Seems like a bargain, until maybe it is not on months where I go over? I don't understand the overage fees. I did see that I can ""rollover"" up to 45 pages of overage in my plan but again, seems confusing. I must be getting old.

***Overall Experience: ""The HP Envy 6455e is an AIO printer that performs adequately but is a bit sluggish.""

From the moment I broke the tape seal on the box to the moment I printed my first document from my laptop took about 20 minutes. Initially, I was confused by the lack of buttons and displays on the printer but once I realized everything about this printer starts with an app (accessible via 123.hp.com) I was able to connect the printer to wifi via the app seamlessly. Should you not have instructions handy, the printer will generate them for you once you have paper and ink loaded. Nonetheless, the app is an evil necessity of this printer...which again, is a foreign and frustrating concept to me. [Note: My instruction printout was poorly aligned. During the initial setup process the printer generates a ""test pattern"" that you place on the glass to clean up alignment issues via voodoo, lasers and magic. In my second image you can see that output following the alignment is fine.]

Regardless, 20 minutes after unboxing I could print from my phone or laptop.

As for the things I cannot stand aside from having to control everything via an app because HP didn't include an on-device display/control screen? The printer has ""ground effect"" lights that I have not figure out how to turn off. This printer is constantly glowing which I find annoying. It also ""plays sounds"" when jobs finish which is totally unnecessary.

***Pros:
- Small footprint
- Quiet
- Mobile printing
- ADF (auto document feeder--for scanning/copying)
- Duplex printing
- Dual band wifi
- Up to 1200dpi scanning (but only 300dpi copying)
- Scan to cloud/email (via app--again, no LED screen on printer to scan direct to cloud/email from the printer)
- ""Self-healing wifi"" (not sure what that means, but I assume it just means it stores settings to reconnect to wifi/devices if they go offline)

***Cons:
- Holds about 5 sheets of paper in the paper tray. (Not really, but the paper tray is only about .5"" deep and HP claims up to 100 sheets of paper but I question that number) 
- Maxes out at 9 copies per session
- Doesn't support ""oversized"" papers but accepts letter, A4, 4x6, 5x7, 8x10 and #10 envelopes
- Constantly illuminated (as shown in other review posts)
- Tri-color ink cartridge means you are undoubtedly throwing out excess of the other two colors when one color runs out
- No on-printer display screen

Notes:
- Manual duplex scanning
- Enlarge and reduce options
- Not the fastest inkjet printer I have used, but adequate for home/infrequent printing
- White devices usually turn yellow over time

If you don't mind using an app to do anything beyond simple printing, this inkjet is as good as any--especially if you prefer a subscription ink service over buying your own. Given the HP Instant Ink is essentially a ""flat rate"" plan (they don't appear to separate color ink from black ink in their subscription plan) I can see benefits especially if you do a lot of color printing.

If the idea of an ink subscription service annoys you...or the idea of having to use an app to control the features of your printer annoys you...then consider looking elsewhere.",7 months ago
177,178,6454287,SL7977089,5,Just another good printer,"In my daily work, I work with several brands of printers. I have HP Envy 4520 for long time now with no issues at all. Its doing the job amazingly and every day. HP also doing great job on their instant ink program. Having it on all my HP printers and no complains at all. Very thoughtful and wisely priced.
Back to this Envy Pro 6455: It is a newer model with the same high quality product and accurate printing. Setting it up was very easy using the phone app (I did it using iOS and repeated it with Android). iOS seems to get it easier but both did the job. After installing the printer and connecting it to the WiFi, it is ready to work...
It is fairly quite and smooth printing and scanning. HP honestly did great on that. The Envy Pro 6455 has minimalist interface which honestly not really appreciated (by me at least) I like when they have the comprehensive LCD for more access and stand alone functionalities. This printer would require the use of a smart phone device to do the job properly.
Scanner glass is well placed. Scanning paper feeder is working nice. in the 2 days usage, I never had a jam. It seems to do the job properly. I had the printer installed in a farther corner of the office (reasonably away from wifi router) and it was able to connect without issues.
Phone app interface is really easy to use and working fairly fine. I have all the HP printers linked and I can monitor them all. It even alerts about low paper before you run out.
Back to Instant Ink, HP is offering the starting program for about $3 a month for 50 pages with unused rollover up to 100 pages. After that you pay about $1 per 10 pages when you go over. All that while offering high (HP original) Ink and after sale support in case the cartridge have issues (it happened once in the 3 years).

HP offers free 24 months of mobile fax with this Envy Pro 6455. It might be something some people like to have. I tried to mess around it and it looks like you can only send faxes but can't receive. It would definitely be more useful if it works both ways. Any way, it is a service that you might need one day. Some institutes still use fax only to send documents...

I would recommend this for daily usage. Good for printing small to average quantity of pages daily. Good and fast WiFi link connection. Fast scanning to computer and relatively quite printing.
Fashionable lights and minimalist control (LCD would be better).",1 year ago
178,179,6454287,ThikDee,5,An Amazing All In One Wireless Printer,"Great All In One Printer for my everyday use, since the pandemic I started school online and was looking for a great printer to meet all of my needs. I must say my  HP Envy Pro 6455 is the best purchase I’ve mad so far. I also love the fact that it's wireless and have an HP ink program that let's me know when I need to order more ink and I get it delivered right to my front door.",1 month ago
179,180,6454287,vortex0007,4,Like the box says... great for everyday printing.,"The hardest part about the unboxing and setup of the the HP Envy 6455e All-in-One printer is getting the ink cartridges added. I’m use to the HP OfficeJet Pro lineup which use a long thin ink cartridge, usually one cartridge per color, instead of the Envy’s two short fat cartridges. On the ink cartridge holder, there’s a plastic flap that you lift while you awkwardly angle and push in the two cartridges until they kind of snap into place, at which point the plastic lid slides down creating a type of cradle to keep them in place. If you can get this part correct, the rest of the product is a breeze to setup.

The Envy is the first printer I’ve had in twenty-five years that does not come with a display screen. The Envy uses a smart control panel where buttons appear only when needed. This technology didn’t work all that well during the initial setup process, specifically during the printer alignment step. During this phase of setup a page is printed then needs to be scanned. Pressing the scan button that lit up did nothing. Eventually the printer hit some type of internal timeout and the button flashed a couple of times, I pressed the scan button a couple more times and eventually the printer figured out how to scan the document and complete the alignment setup process. Post setup, a firmware update was installed and no similar problems have occurred so make sure you get that firmware update installed.

Adobe released the 2020 Coloring Book the day before the printer arrived so I downloaded this 72-page 800MB PDF from Adobe: https://creativecloud.adobe.com/cc/discover/article/adobe-coloring-book-2020. Printing this thing two-sided on HP’s premium photo paper would be a great test case for the Envy. 

I started by trying to print a single page from the Coloring Book and the result was an 8.5 X 11 full page of solid black ink. It was not what I was hoping for, but this accident illustrated that the Envy is not all that great when it comes to large solid black prints, as the printer suffers from banding see Image number 1 included.

Image number 2 of a three-eyed woman was printed on an HP Color LaserJet Pro MFP M479fdw using the same paper used with the Envy. Notice the black sky is solid black with no banding. Looking at the same image printed with the Envy in image number 3, the banding presents heavily in the sky, but the remainder of the document looks crisp. 

Image number 4 of the mermaids is the LaserJet, Image number 5 is the Envy. They are almost identical and the Envy does great with small patches of black. The bottom line here is that the Envy is great for everyday printing, but is not a printer I would turn to if you plan to print photos.

Note that the images you are seeing here were printed, then scanned using the Envy’s automatic document feeder and the HP Smart App for macOS with the default resolution of 300dpi

Print quality aside, the double-sided printing feature had the 72 page coloring book printed in around 15 minutes. Approximately 4 minutes of that total time was the printer giving the ink about 6-8 seconds to dry before pulling the page back over to flip on the other side. It’s not the fastest printer around but I’ll take quality of printing over speed any day of the week. 

Without an LCD to display warning and errors, the printer comes with a speaker that emits all kinds of musical chimes to alert you to activity including inserting or removing paper into the 35-page automatic document feeder (ADF). The ADF is not particularly fast or slow but worked well and the speaker emits loud enough sounds to get my attention when necessary. 

The last area I’ll comment on is HP Plus. HP’s subscription service to assist with automatic ink cartridges when necessary. The day after printing the 72-page coloring book, the single black page, and nothing else, I opened up the HP Smart App (version 12.6.2 (552) from my macOS and the app displayed a warning that the ink levels are low. Closing the app, rebooting the macOS and then re-opening the HP Smart app results in no warning sign about the ink levels, but Image 5 shows you the current estimated ink levels. I’m feeling ignorant as I’m not sure why printing 73 pages of black results in the color ink cartridges being used at all, but it will be interesting to see when this printer actually triggers a new cartridge to be ordered. If you do sign up for HP Plus, HP indicates that the ink cartridges you receive will include MORE ink than what you get by going to a retailer, and I hope more ink than what comes in the box as the starter set of ink.",7 months ago
180,181,6454287,PhillipB,5,Great simple multifunction printer.,"Easy to use. Easy to setup. 

This multifunction printer is great for home use. 

Ink install was easy. Just follow the program steps and you are set.

Setup on Android Pixel 3XL was a snap. Setup on my kids chrome books was easy.

The 6 months of HP+ required me to enter my payment info. Ok. Was not too fond of that but at least it will cover me for 6 months. Fyi I have another printer enrolled in HP+ and they just sent me ink for that other printer. I did not have to do anything. Pretty nice. And it was within my 6 months so it was free. Nice.

HP did finally hear my complaint which was to fix their software bugs. I just got an update on Android and it looks like the interface is much better and remembers my phone or kids chromebook when updates occur and does not make it a pain to look for the printer again and again. So thanks HP.

The printer itself is sleek. It has a nice LED light and has a modern look.

Print quality it decent for an ink jet. Based on size of inkjet cartridges you will go through ink cartridge pretty fast so be aware of this as part of your consideration.

Based on what I have seen, I would recommend this product for simple home use. Hope HP keeps up with their software interface.

Only con was that my first print out the paper jammed. It might have been operator error. After I cleared it I printed out several other items and no jam.",7 months ago
181,182,6454287,USMCveteran59,3,Challenging,"Set up ok but don’t bother with the auto ink purchase. After multiple times on the phone and online trying to set it up, frustration prevailed. I will just go buy it at the store. Prints fast but jams frequently. Okay quality. Nice feature that it talks to you and chimes.",1 year ago
182,183,6454287,Mbii21,4,Printer is good,Still trying to get the hang of it otherwise it is nice,1 year ago
183,184,6454287,Christopher,5,For the right person,"I have owned, tested, or used so many printers in my life that it is hard to get worked up for ""Another printer"". However, after playing with the Envy 6455 Pro I find it quite charming. The app download for my phone as well as the installation of the driver app on my computer were both quick and easy. The scan to feature HP offers is top of the line and for a free device it rivals other top paid editors that are available. The print quality is perfect with crisp coloring and sharp detail. I will say this unit prints slower than its predecessor the 5500 but again it does print much cleaner. Long short, this is a great little printer, but I think this is a great little printer for the ""Right"" user. If you are looking to print volumes and volumes of pages, then I might suggest the 9000 series. I think this one would be great for a student or occasional use printer. The one thing that is what I referred to as the “Charming” aspect, is the general ambiance it the unit provides. I was wowed by the ambient lighting and cute little chimes of this envy and this is what makes me envision it in a dorm room or kitchen desk. They also removed the touch screens that have become common place and opted for simplicity. I know this is a bit retro in thought, but I think the touch screens tend to be too small and hard to navigate. Again, I have several printers laying around but for our home and the quantity of printing needs we actually have I made this jewel our everyday go to. In addition, I found another novel showcase on the Windows 10 app Play & Learn that takes you to HP’s website and has a wonderful selection of things you can print. From learning resources to cool builds like the home-made planetarium we are working on now. I am a fan of this unit and it this one fits your print needs, I highly recommend.",1 year ago
184,185,6454287,Beth,1,Don't purchase!!,"Can I rate it less than 1 star?  The printer I wanted wasn't in stock. So, the salesperson in the store recommended this one. It has been an ink sucker since day 1.  Now, it tells me there is a paper jam. There is not a paper jam as we got all of the paper out of it. I will be returning it. ASAP.",1 year ago
185,186,6454287,TheHipsterTechie,1,Missed the Mark,"The digital renaissance spurred by digital cameras in the early 2000's created the D.I.Y home printing phenomena. As cameras became more advance, printers and ink continued to be expensive. So much that cartridges continue to be a home office manager's budget nightmare. Honestly, I was reluctant at first in obtaining a new printer since the expense cost associated with cartridge printers continue to baffle me. Enter the HP Smart program with Insta Ink, an innovative experiment to keep customers from buying new printers and to share the printing costs through a membership program that allows for the manufacture to know your printing needs thru real time automation. While noble, there are opportunities with HP ENVY 6455. I am going to focus this review on my experience in printing photos only. 

My first impression when taking it out of the box was favorable. The printer is not too tall and bulky as most scanner printers in the market. This is a low profile scanner.
I utilized there HP Smart app, both thru my new Dell laptop and also thru two different smart phones (android and iPhone), and photo paper. I must say that was the easiest app to setup and use. The quality of print output thru my wife's Samsung phone was surprising better than from my laptop, however, her phone did not offer a photo size in the menu options menu, this is a key opportunity for HP's smart app developer's. When printing from my laptop, I was able to choose the size of my photo size print. However, the results from printing from my laptop was disappointing. There were subtle vertical cartridge streaks. Is there a thing? I’ll include an image from an upload of what I mean by vertical lines. That brings me to the only positive thing on this ENVY 6455. The scanner works. It facilitated the opportunity to share with you the vertical streaks. Wow! Not happy with the printing results, but the scanning was amazing. You’ll get to see my disappointment on the poor photo quality. 

I bought in to the digital renaissance in hopes to be more efficient with my hard copy output in photo printing, however new printers such as ENVY 6455 are built on old cartridge engineering. I get that HP is wanting to gain a foothold with their automation service model, however, that comes at the consumer cost by surrendering more of our privacy and wallet upfront for convenience. Not sure if I’d like to return for seconds when I did not obtain satisfactory printing results in the first place from ENVY 6455. It does beg the question, why have printers continue to be the most replaceable hardware in computer peripherals? I believe now is the best time for consumers to ask for a better printing experience through a complete relook on quality output and not get suckered into a monthly fee service for ink. It’s twenty years in the making. Let the new renaissance begin.",1 year ago
186,187,6454287,HPLaptop,5,Hp Envy Pro 6455,So far a really good deal. Easy connection and nice images,1 year ago
187,188,6454287,Great,5,Excellent,"This is my first time to have a multi purpose printer with WiFi access, I love it.",11 months ago
188,189,6454287,Rhostam,3,An adequate printer for basic needs.,"HP - ENVY 6455e Wireless All-In-One Inkjet Printer with 6 months of Instant Ink Included with HP+

Summary:
An adequate inkjet printer with reliable quality and speed.

Pros:
* Price. Not an expensive printer if you factor in the 6 months of InstantInk. The more you print the more value.
* Form Factor. An appropriately sized printer for its functions.
* Connectivity. There are various methods to send print jobs to this printer. Bluetooth, AirPrint, and via the networked device.
* Mobile App. The mobile app helps you do some frequent things. It is handy, not sure it's necessary, but it is handy. It is a bit wonky in navigating to different pages. In some cases, though, it doesn't know it is open and forces you to log out or close and re-open the app.

Cons:
* Quality. Print quality isn't great for images. Even on glossy paper. You can very clearly see banding. I tried a few types of paper. 
* No LCD. I didn't think this was going to be a problem. But it is. The flashing color light is nice as effects, but not as an indicator of status. I have to keep a reference sheet or lookup online or in the app. Not too helpful. A simple LCD would have sufficed.
* Setup/Installation. Not easy for someone with low to moderate technical expertise. More on this later.
* Price. Also a con. Even though it seems competitively priced, I feel since this is a supply profit-driven product, they could have stood to add that pesky status LCD.
* Auto-shipped Ink. Great concept. I was just sent new ink. I'm not sure why. I'm not sure if part of the bundle. I haven't printed many pages so it isn't used.
* Auto-shipped Ink! One thing that stood out in the documentation is that ink is sent based on printed pages. Not available ink. So if you print a lot, you'll see ink show up when you need it. I assume then that not printing means you'd see fewer shipments. I would like a notification and a requested approval when this happens. I didn't see anything for the first shipment, but I hope there is one for the next. Not so much an issue while in the 6 months free/included period, but probably something others may not like beyond that. Oh, you'll need to keep a credit card on file with HP, too. If they did notifications/approvals, they could have used Apply Pay or something for subscription or individual approved purchases.
* Short-Cuts interface is wonky. It showed all of them grayed out implying they weren't available. But that is just the shading selected for the toggle. I tried configuring the OneDrive shortcut for a ""scan to OneDrive"" use case. But the permissions HP wants are insane. They want access to anything that the owner of the OneDrive account has access to and that isn't acceptable. I use this type of feature on my Brother MFC (which required replacement) and it was not like that at all. You specify a folder and that is it. Needless to say, short-cuts like these won't be used. I'll have to keep using my more bulky laser printer (in the garage) to scan things to the cloud.

Use:
The printer performs as expected. I was hoping for a printer my partner could use to work with photos. You know scrapbook, not super high-quality demands. No commercial use. With respect to text-oriented content with limited graphics, it does work great. But when it comes to larger images on various media, it doesn't do as well as I'd hoped. There is banding along with the image. I think I'll have to use my color laser printer for images that require better though not photo-realistic output as think the inkjet printer is not an improvement.

Initially, I unboxed the unit and I asked my partner to try and set it up. I wanted to see if someone with low-moderate technical expertise could do it. After 30 minutes, he couldn't. So I stepped in. The instruction can be used, but they aren't so clear - partly because of the light strip indicator. If you're colorblind, this might be a problem. Additionally, it periodically loses connectivity to a wireless router that isn't 10 feet away in the same room. Meanwhile, my workhorse laser printer is on another floor and has no issue.

I've owned other HP printers (remember the DeskJets!?), I've even provided technical support for them at one point in my career. These printers don't seem to print better than they do, even if the ink carriage assembly is less bulky.

I wish now that I had selected to replace my trust Brother with another Brother. But I thought HP might be something different to try since my inkjet printing needs aren't as demanding. But even considering its multi-function capabilities, I don't think it stands out.",5 months ago
189,190,6454287,Anonymous,5,Seamless out of box experience and free printing!,"As disappointed (very little use) as I was with the printhead error on my HP OJ Pro 6975 and inability to resolve it I had to move on.

The Out of Box to first print was less than 20 mins. Granted I already had the HP Smart app. loaded and I did work for HP San Diego (where this printer was designed) for 35 years. Regardless HP has come a long ways with the HP Smart application and out of box experience (my only issue is the sticker on the cover was difficult to remove and left a ton of adhesive). 

With HP+ I received an extra year of warranty and 6 months of free printing with new ink on the way via the HP Instant Ink program. The rating was based on first impressions and experience plus what I see as a good value for the money.

I understand that dropping off wireless has been corrected and I like the look and feel of the printer without the control panel. With all of our devices already on hand, why not reduce the cost of the printer by eliminating the standard user interface. The visual lighting features are pretty intuitive. 

I'm ready for the 6 months of FREE - 700 pages or less, printing and then saving money and the added convenience via the Instant Ink program.",7 months ago
190,191,6454287,justjoshin93,3,simple printer for most people,I had gotten this printer because my HP Officejet Pro 7612 Wide format died suddenly (print head issues) and needed a replacement while I get my printer fixed. I went to my local best buy and saw that this was all they had in stock and  everything else was on back order for about a week or so. So I had no other choice and decided to buy it. I'm not a fan of ink used in this device (HP 67 to be exact). The tri-color is one cartridge and then black for the other. They have given me problem with an early printer I had from HP. I feel this one might do the same. I've printed a few documents and a few photos so far and they are pretty decent not flashy or such. The color of the printer is nice but there is no screen. I kinda like the led light bar it has in the front. The setup sucks you have to have a smart phone and download the HP smart Application (available on the Apple App store and Google Play Store) and make sure you have a reliable wireless connection (Wi-Fi). It's not possible to setup through a computer connection it must be setup first by mobile phone.,7 months ago
191,192,6454287,JC1503,5,Envy is right!,"I absolutely love this printer and my spouse is totally envious of it as well. Very appropriately named.

It is so sleek and stylish from the ambient lighting when it is printing to the touch interface that is practically invisible until you need it. That is so cool. At first, I was a little freaked out that it did not have a traditional touch screen. I was thinking, “how am I going to print or copy if I don’t have a touch screen interface?” Well you do have one… if you put a document in the auto feeder or the glass it lights up on the front of the printer for a color copy or black and white copy (see pic)! Otherwise you don’t even notice it…SLEEK!

I also really liked the HP “smart app” HP has developed. I also have an HP Office Jet Pro so I have the Smart app from that but with the Envy, I really dug into it more. It’s also easy to have multiple HP printers in the app and as easy as a single swipe to change from one printer to the next. It is super easy to use and really allows the Printer to become more of a smart printing appliance than just a dumb copy print box. It can print from my photos, or my documents, scan, even camera scan from my phone. With the app and an account, I can easily work from my phones, laptops and tablets all with ease. I also was a little hesitant to sign up for HP plus but with the ink promotion, I did it. You can cancel anytime. You get an extra year of warranty and never have to worry about running out of ink. 

Looks great and has a great app but how does it print?? AMAZING. Again, I love the ambient light when it prints and the nice little melody it plays when it’s done. HP is world class printing and scanning and they get better and faster every year! Fast double sided and auto fed! This truly is the perfect all in one for a modern home office or for kids homework! 

And finally set up? It goes back to the smart app. It’s fun to watch the app talk to the printer and everything just connect and work…so easy which means that there is some great programmers working at HP. Note: don’t rush the printer and app during set up even though you may think nothing is happening it is just setting everything up in the back ground. 

Bravo HP Envy 6455e! Top of the line all in one!!!!",1 year ago
192,193,6454287,MOTHERDRAGON,5,Easy set up,Old printer stopped working and this was all that was available but the set up was really easy. So far everything is working well. I enrolled for the ink to be mailed to me when it’s low- thought it was a good perk!! I also enjoy the lights on the printer !!,7 months ago
193,194,6478251,Cupra,5,Really Impressive Home Printer,"I recently upgraded my printer to the HP ENVY Inspire 7955e. This is a functional looking machine finished in white and sandstone recycled plastic. The machine consists of over 45% recycled parts, making it a very eco-friendly choice. 

The tilt adjustable contextual color touchscreen display on the front is intuitive, responsive and informative. Very useful indeed for navigating the options on the printer. Print, copy, scan, all wirelessly!

The printer was a little more challenging to initially set up than my previous HP Envy Photo 7855. First, you need to remove the packaging tape and the cardboard inside. I started the set up using the instructions provided in the quick start guide, but I left the top of the printer open after removing the cardboard, expecting to be prompted to insert the ink cartridges, but instead, the HP Smart App set up timed out on both the printer and the app (iPhone 12 Pro) and I had to restart both. I finally realized that I needed to have the top closed on the printer for the set up to complete, where then I was prompted to open the lid and clip in the included printer cartridges. I would have thought that the app might have prompted me that set up wouldn't continue until the cover was closed. So just be aware of that issue. I loaded some paper and started the printer calibration which only took a moment. This was the only challenge I had with the printer over the last week. 

I've had the 'HP Smart' app on my iPhone for a couple of years now, and did all the set up of the new printer from there, adding it to my account. Bluetooth connectivity is great, meaning, yes, I can print directly from my phone. I know it's not a new thing, but it really is a convenient feature, especially if you have a document emailed to you, you can print it directly from your phone instead of having to fire up your computer!

And that is what I did first. Loaded up some 8.5""x11"" paper and sent a photo of a recent logo I created to print. It printed quickly, and silently, within about 30 seconds, it was all done. The print? A very smooth transition between the banding, smooth color transition and overall great ink coverage on a very porous paper (meaning it absorbs the ink which can reduce the vibrance of the colors), Printing on the included gloss photo paper samples netted a really vibrant and crisp image. I've printed from my iPhone 12 Pro and my Apple iMac, a 2014 model running Big Sur with no issues at all. Full functionality within my print settings, and seamless wireless connectivity and printing. I've also printed from my HP Spectre laptop, from the room upstairs, above my office, and had no issues with the wireless connectivity or print quality. Really smooth experience! 

One of the challenges with home printers is the ink. How many times have you gone to make that 'urgent' print and your ink has all dried up and won't print a page correctly. With the HP+ program you get 6 months of 'Instant Ink', where HP will send you ink based on the amount of usage the printer gets. I have signed up for the full plan, which starts at $0.99 a month, and goes up from there depending on the amount that you print per month. This should hopefully alleviate the pain of running out of ink! And with the HP+ subscription you also get an additional 2 years of warranty on your printed and additional access to the advanced features in the HP Smart App. And just like the printer, when you are sent new ink cartridges, HP sends you a prepaid envelope to recycle the old printer cartridges. 

Overall, this is a nice, feature packed, well-built machine, that I would recommend to my friends. A welcome addition to my home office!",1 week ago
194,195,6478251,Naztynestor,5,excellent printer!,"- so far im very satisfied with HP Envy Inspire printer you can copy and print, not only that it can also be controlled through smart phone if you ever wanted to print pictures or files
- majority of the body of HP Envy are plastic, so make sure to be careful moving this or placing this printer
- after opening the package HP also include ink for you to use right away, also if you go though the paper that came inside the packages inside you will find a free photo paper you can use for printing your personal photos 
- it does have the ability to be connected through wifi, which most modern printer supports 
- setting it up for the first time will require you download the app on your phone, but you can also set this up using your computer, but from my experience I did it through my iphone
- the printer also have a built in touch screen, it can also be tilted if you prefer that, but from the screen you can also use the copy/ scan and there’s also a shortcut section that can be customize through the app
- printing speed is also pretty fast when printing regular black letter files, im current putting it to the test by printing over 166 pages of my study guide, so far it’s moving fairly quickly 
- I do wish that app should stay as an alternative way to set up the printer, for me to proceed I have zero choice until I download the app either on your phone or computer. connecting through the internet I thought was already enough, but then having the app just to finish setting it up is something I don’t agree with
- overall the application will also give you some kind of alert if the printer requires certain step to get it going, I do like that a lot 
- overall I think it’s a solid printer that offer great features you can use specially if you currently working from home, I think this HP envy printer is good for you.",1 week ago
